mim_number,mim_name,prefix
608511,PHYTANOYL-CoA HYDROXYLASE-INTERACTING PROTEIN; PHYHIP,Asterisk
608512,NEUTROPHIL CYTOSOLIC FACTOR 1; NCF1,Asterisk
608513,"RIBONUCLEASE P, RNA COMPONENT H1; RPPH1",Asterisk
608514,ANDROGEN-INDUCED GENE 1; AIG1,Asterisk
608515,NEUTROPHIL CYTOSOLIC FACTOR 2; NCF2,Asterisk
608516,MAJOR DEPRESSIVE DISORDER; MDD,Number Sign
608517,MYOPALLADIN; MYPN,Asterisk
608518,OROFACIODIGITAL SYNDROME VII; OFD7,
608519,F-BOX ONLY PROTEIN 16; FBXO16,Asterisk
608520,MAJOR DEPRESSIVE DISORDER 1,Percent
608521,"LATE ENDOSOMAL/LYSOSOMAL ADAPTOR, MITOGEN-ACTIVATED PROTEIN KINASE AND MAMMALIAN TARGET OF RAPAMYCIN ACTIVATOR 5; LAMTOR5",Asterisk
608522,HEPATITIS B VIRUS X-ASSOCIATED PROTEIN; HBXAP,Asterisk
608523,"DIO3, OPPOSITE STRAND; DIO3OS",Asterisk
608524,INHIBITOR OF GROWTH 4; ING4,Asterisk
608525,INHIBITOR OF GROWTH 5; ING5,Asterisk
608526,"PERIODONTITIS, AGGRESSIVE, 2",Percent
608527,NEURAMINIDASE 4; NEU4,Asterisk
608528,PHOSPHATIDYLINOSITOL GLYCAN ANCHOR BIOSYNTHESIS CLASS U PROTEIN; PIGU,Asterisk
608529,FIBRILLIN 3; FBN3,Asterisk
608530,BTB/POZ DOMAIN-CONTAINING PROTEIN 1; BTBD1,Asterisk
608531,BTB/POZ DOMAIN-CONTAINING PROTEIN 2; BTBD2,Asterisk
608532,NON-SMC CONDENSIN II COMPLEX SUBUNIT G2; NCAPG2,Asterisk
608533,F-BOX ONLY PROTEIN 38; FBXO38,Asterisk
608534,ACTIN-RELATED PROTEIN M1,Asterisk
608535,ACTIN-RELATED PROTEIN T2; ACTRT2,Asterisk
608536,GTP-BINDING PROTEIN 3; GTPBP3,Asterisk
608537,VHL GENE; VHL,Asterisk
608538,AT-RICH INTERACTION DOMAIN-CONTAINING PROTEIN 5B; ARID5B,Asterisk
608539,GLIS FAMILY ZINC FINGER PROTEIN 2; GLIS2,Asterisk
608540,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ik; CDG1K",Number Sign
608541,"RHO GTPase INVOLVED IN BETA-CATENIN, N-CADHERIN, AND NMDA RECEPTOR SIGNALING",Asterisk
608542,"ANEURYSM, INTRACRANIAL BERRY, 2; ANIB2",Percent
608543,SCHIZOPHRENIA 12,Percent
608544,HISTONE DEACETYLASE 10; HDAC10,Asterisk
608545,LARSEN-LIKE SYNDROME,Percent
608546,"EUKARYOTIC TRANSLATION INITIATION FACTOR 4A, ISOFORM 3; EIF4A3",Asterisk
608547,"VITAMIN K EPOXIDE REDUCTASE COMPLEX, SUBUNIT 1; VKORC1",Asterisk
608548,HEMICENTIN; HMCN1,Asterisk
608549,"VACUOLAR PROTEIN SORTING 11, YEAST, HOMOLOG OF; VPS11",Asterisk
608550,"VACUOLAR PROTEIN SORTING 16, YEAST, HOMOLOG OF; VPS16",Asterisk
608551,"VACUOLAR PROTEIN SORTING 18, YEAST, HOMOLOG OF; VPS18",Asterisk
608552,"VACUOLAR PROTEIN SORTING 33, YEAST, HOMOLOG OF, B; VPS33B",Asterisk
608553,LEBER CONGENITAL AMAUROSIS 9; LCA9,Number Sign
608554,NEURONAL PAS DOMAIN PROTEIN 4; NPAS4,Asterisk
608555,METAXIN 2; MTX2,Asterisk
608556,"LEGIONNAIRE DISEASE, SUSCEPTIBILITY TO",Number Sign
608557,"MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO, 2",Percent
608558,BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 5; BMIQ5,Percent
608559,BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 6; BMIQ6,Percent
608560,STABILIN 1; STAB1,Asterisk
608561,STABILIN 2; STAB2,Asterisk
608562,"POLYDACTYLY, POSTAXIAL, TYPE A4",Percent
608563,MOVED TO 204650,Caret
608564,G PROTEIN-COUPLED RECEPTOR KINASE-INTERACTING PROTEIN 2; GIT2,Asterisk
608565,"DEAFNESS, AUTOSOMAL RECESSIVE 35; DFNB35",Number Sign
608566,"MUCIN 15, TRANSMEMBRANE; MUC15",Asterisk
608567,SICK SINUS SYNDROME 1; SSS1,Number Sign
608568,"MYOSIN, HEAVY CHAIN 14, NONMUSCLE; MYH14",Asterisk
608569,"CARDIOMYOPATHY, DILATED, 1O; CMD1O",Number Sign
608570,AHNAK NUCLEOPROTEIN 2; AHNAK2,Asterisk
608571,ULNAR/FIBULAR RAY DEFECT AND BRACHYDACTYLY,
608572,BURN-MCKEOWN SYNDROME; BMKS,Number Sign
608573,MOVED TO 605096,Caret
608574,EMSY GENE; EMSY,Asterisk
608575,RETINOL DEHYDROGENASE 8; RDH8,Asterisk
608576,GRAINYHEAD-LIKE 2; GRHL2,Asterisk
608577,CHURCHILL DOMAIN-CONTAINING 1; CHURC1,Asterisk
608578,MOVED TO 243310,Caret
608579,"SEVERE CUTANEOUS ADVERSE REACTION, SUSCEPTIBILITY TO",Number Sign
608580,"MYOSIN, HEAVY CHAIN 16, SKELETAL MUSCLE, PSEUDOGENE; MYH16",
608581,RP1-LIKE PROTEIN 1; RP1L1,Asterisk
608582,EPIDERMAL GROWTH FACTOR-LIKE 7; EGFL7,Asterisk
608583,"ATRIAL FIBRILLATION, FAMILIAL, 1; ATFB1",Percent
608584,"ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 2",Number Sign
608585,"BRACHIAL PALSY, FAMILIAL CONGENITAL",Percent
608586,KERATOCONUS 3; KTCN3,Percent
608587,"LGP1, MOUSE, HOMOLOG OF",Asterisk
608588,DEXH BOX POLYPEPTIDE 58; DHX58,Asterisk
608589,"SLAM FAMILY, MEMBER 9; SLAMF9",Asterisk
608590,MOVED TO 608358,Caret
608591,MOVED TO 614436,Caret
608592,CTD SMALL PHOSPHATASE-LIKE; CTDSPL,Asterisk
608593,COMPLEMENT FACTOR H-RELATED 5; CFHR5,Asterisk
608594,"LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 1; CGL1",Number Sign
608595,NEUROPEPTIDE S RECEPTOR 1; NPSR1,Asterisk
608596,ASTHMA-ASSOCIATED ALTERNATIVELY SPLICED GENE 1,Asterisk
608597,NEURALIZED E3 UBIQUITIN PROTEIN LIGASE 2; NEURL2,Asterisk
608598,CANCER SUSCEPTIBILITY CANDIDATE 2; CASC2,Asterisk
608599,RAB11 FAMILY-INTERACTING PROTEIN 2; RAB11FIP2,Asterisk
608600,"LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 1; FPLD1",Percent
608601,FIBROSIN 1; FBS1,Asterisk
608602,NUCLEAR BODY PROTEIN SP140; SP140,Asterisk
608603,GLIOMEDIN; GLDN,Asterisk
608604,RETINOL-BINDING PROTEIN 7; RBP7,Asterisk
608605,"OLIGOSACCHARYLTRANSFERASE COMPLEX, CATALYTIC SUBUNIT STT3B; STT3B",Asterisk
608606,"BASIC HELIX-LOOP-HELIX FAMILY, MEMBER A15; BHLHA15",Asterisk
608607,"NEUROBLASTOMA BREAKPOINT FAMILY, MEMBER 12; NBPF12",Asterisk
608608,PEPTIDYL-PROLYL ISOMERASE A-LIKE PROTEIN 4E; PPIAL4E,Asterisk
608609,CHROMOSOME 1 OPEN READING FRAME 152; C1ORF152,Asterisk
608610,PROGRAMMED CELL DEATH 4; PDCD4,Asterisk
608611,RIBOSE 5-PHOSPHATE ISOMERASE DEFICIENCY,Number Sign
608612,MANDIBULOACRAL DYSPLASIA WITH TYPE B LIPODYSTROPHY; MADB,Number Sign
608613,TRANSCRIPTION FACTOR Sp6; SP6,Asterisk
608614,"CYTOCHROME P450, FAMILY 4, SUBFAMILY V, POLYPEPTIDE 2; CYP4V2",Asterisk
608615,OLIGODONTIA-COLORECTAL CANCER SYNDROME; ODCRCS,Number Sign
608616,OBSCURIN; OBSCN,Asterisk
608617,"FAMILY WITH SEQUENCE SIMILARITY 3, MEMBER B; FAM3B",Asterisk
608618,"FAMILY WITH SEQUENCE SIMILARITY 3, MEMBER C; FAM3C",Asterisk
608619,"FAMILY WITH SEQUENCE SIMILARITY 3, MEMBER D; FAM3D",Asterisk
608620,MOVED TO 605232,Caret
608621,SPERM AUTOANTIGENIC PROTEIN 17; SPA17,Asterisk
608622,"HYPERTENSION, DIASTOLIC, RESISTANCE TO",Number Sign
608623,MOVED TO 276300,Caret
608624,"MIDFACE HYPOPLASIA, OBESITY, DEVELOPMENTAL DELAY, AND NEONATAL HYPOTONIA",
608625,PEPTIDYL-tRNA HYDROLASE 2; PTRH2,Asterisk
608626,STE20-RELATED KINASE ADAPTOR ALPHA; STRADA,Asterisk
608627,AMYOTROPHIC LATERAL SCLEROSIS 8; ALS8,Number Sign
608628,TRANSDUCIN-BETA-LIKE 1 RECEPTOR 1; TBL1XR1,Asterisk
608629,JOUBERT SYNDROME 3; JBTS3,Number Sign
608630,"ROUNDABOUT, DROSOPHILA, HOMOLOG OF, 3; ROBO3",Asterisk
608631,"ASPERGER SYNDROME, SUSCEPTIBILITY TO, 2; ASPG2",Percent
608632,MICRO RNA 196A1; MIR196A1,Asterisk
608633,"CASPASE 12, APOPTOSIS-RELATED CYSTEINE PROTEASE; CASP12",Asterisk
608634,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIB; HMN2B",Number Sign
608635,ARFGAP WITH DUAL PLECKSTRIN HOMOLOGY DOMAINS 2; ADAP2,Asterisk
608636,CHROMOSOME 15q11-q13 DUPLICATION SYNDROME,Number Sign
608637,MOVED TO 143095,Caret
608638,"ASPERGER SYNDROME, SUSCEPTIBILITY TO, 1; ASPG1",Percent
608639,"PLECKSTRIN HOMOLOGY DOMAIN-CONTAINING PROTEIN, FAMILY A, MEMBER 8; PLEKHA8",Asterisk
608640,ZINC FINGER PROTEIN 461; ZNF461,Asterisk
608641,"DEAFNESS, AUTOSOMAL DOMINANT 28; DFNA28",Number Sign
608642,ZINC-BINDING ALCOHOL DEHYDROGENASE DOMAIN-CONTAINING PROTEIN 1; ZADH1,Asterisk
608643,AROMATIC L-AMINO ACID DECARBOXYLASE DEFICIENCY,Number Sign
608644,"CILIARY DYSKINESIA, PRIMARY, 3; CILD3",Number Sign
608645,"DEAFNESS, AUTOSOMAL DOMINANT 31; DFNA31",Percent
608646,"CILIARY DYSKINESIA, PRIMARY, 4; CILD4",Percent
608647,"CILIARY DYSKINESIA, PRIMARY, 5; CILD5",Number Sign
608648,"SEC63, S. CEREVISIAE, HOMOLOG OF; SEC63",Asterisk
608649,ICHTHYOSIS PREMATURITY SYNDROME; IPS,Number Sign
608650,UNC51-LIKE KINASE 2; ULK2,Asterisk
608651,"ARF GTPase-ACTIVATING PROTEIN WITH GTPase DOMAIN, ANKYRIN REPEAT, AND PLECKSTRIN HOMOLOGY DOMAIN 1; AGAP1",Asterisk
608652,"DEAFNESS, AUTOSOMAL DOMINANT 47; DFNA47",Percent
608653,"DEAFNESS, AUTOSOMAL RECESSIVE 32, WITH OR WITHOUT IMMOTILE SPERM; DFNB32",Number Sign
608654,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE V; HSAN5",Number Sign
608655,"GAP JUNCTION PROTEIN, GAMMA-1; GJC1",Asterisk
608656,"PROSTATE CANCER, HEREDITARY, 3",Percent
608657,JUN DIMERIZATION PROTEIN 2; JDP2,Asterisk
608658,"PROSTATE CANCER, HEREDITARY, 4",Percent
608659,"SENTRIN-SPECIFIC PROTEASE FAMILY, MEMBER 8; SENP8",Asterisk
608660,INSULIN-INDUCED GENE 2; INSIG2,Asterisk
608661,PODOCAN; PODN,Asterisk
608662,ANOCTAMIN 5; ANO5,Asterisk
608663,ANOCTAMIN 6; ANO6,Asterisk
608664,MOVED TO 210600,Caret
608665,PSMC3-INTERACTING PROTEIN; PSMC3IP,Asterisk
608666,PEROXISOME BIOGENESIS FACTOR 26; PEX26,Asterisk
608667,NIPPED-B-LIKE; NIPBL,Asterisk
608668,ZINC FINGER MYND DOMAIN-CONTAINING PROTEIN 11; ZMYND11,Asterisk
608669,BASONUCLIN 2; BNC2,Asterisk
608670,ROBIN SEQUENCE WITH DISTINCTIVE FACIAL APPEARANCE AND BRACHYDACTYLY,
608671,DAZ-INTERACTING ZINC FINGER PROTEIN 1; DZIP1,Asterisk
608672,DAZ-INTERACTING ZINC FINGER PROTEIN 3; DZIP3,Asterisk
608673,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2L; CMT2L",Number Sign
608674,SH3 DOMAIN PROTEIN 19,Asterisk
608675,FUCOKINASE; FUK,Asterisk
608676,"TAXILIN, ALPHA; TXLNA",Asterisk
608677,"MINDBOMB, DROSOPHILA, HOMOLOG OF, 1; MIB1",Asterisk
608678,INTERLEUKIN 33; IL33,Asterisk
608679,TP53-REGULATING KINASE; TP53RK,Asterisk
608680,TP53RK-BINDING PROTEIN; TPRKB,Asterisk
608681,"SPONDYLOCOSTAL DYSOSTOSIS 2, AUTOSOMAL RECESSIVE; SCDO2",Number Sign
608682,ADRENOMEDULLIN 2; ADM2,Asterisk
608683,CYSTATIN 8; CST8,Asterisk
608684,NINEIN; NIN,Asterisk
608685,STRUCTURAL MAINTENANCE OF CHROMOSOMES 1B; SMC1B,Asterisk
608686,RAB3A-INTERACTING PROTEIN; RAB3IP,Asterisk
608687,SPINOCEREBELLAR ATAXIA 20; SCA20,Number Sign
608688,AICAR TRANSFORMYLASE/IMP CYCLOHYDROLASE DEFICIENCY,Number Sign
608689,MESODERM POSTERIOR BASIC HELIX-LOOP-HELIX TRANSCRIPTION FACTOR 1; MESP1,Asterisk
608690,SSX2-INTERACTING PROTEIN; SSX2IP,Asterisk
608691,MAJOR DEPRESSIVE DISORDER 2,Percent
608692,BASIC LEUCINE ZIPPER NUCLEAR FACTOR 1; BLZF1,Asterisk
608693,GOLGI REASSEMBLY STACKING PROTEIN 2; GORASP2,Asterisk
608694,ZINC FINGER PROTEIN 622; ZNF622,Asterisk
608695,"GLAUCOMA 1, OPEN ANGLE, J; GLC1J",Percent
608696,"GLAUCOMA 1, OPEN ANGLE, K; GLC1K",Percent
608697,"FACTOR IN GERMLINE ALPHA, MOUSE, HOMOLOG OF; FIGLA",Asterisk
608698,"DISCOIDIN, CUB, AND LCCL DOMAIN-CONTAINING PROTEIN 2; DCBLD2",Asterisk
608699,BONE MORPHOGENETIC PROTEIN-BINDING ENDOTHELIAL REGULATOR PROTEIN; BMPER,Asterisk
608700,NICOTINAMIDE NUCLEOTIDE ADENYLYLTRANSFERASE 1; NMNAT1,Asterisk
608701,NICOTINAMIDE NUCLEOTIDE ADENYLYLTRANSFERASE 2; NMNAT2,Asterisk
608702,NICOTINAMIDE NUCLEOTIDE ADENYLYLTRANSFERASE 3; NMNAT3,Asterisk
608703,SPINOCEREBELLAR ATAXIA 25; SCA25,Percent
608704,NICOTINAMIDE RIBOSIDE KINASE 1; NMRK1,Asterisk
608705,"INTEGRIN, BETA-1, BINDING PROTEIN OF, 3; ITGB1BP3",Asterisk
608706,"DYNEIN, AXONEMAL, ASSEMBLY FACTOR 4; DNAAF4",Asterisk
608707,CELL ADHESION MOLECULE-RELATED/DOWNREGULATED BY ONCOGENES; CDON,Asterisk
608708,BROTHER OF CDON; BOC,Asterisk
608709,"LIPODYSTROPHY, PARTIAL, ACQUIRED, SUSCEPTIBILITY TO; APLD",Number Sign
608710,GRANULOMATOSIS WITH POLYANGIITIS; GPA,Percent
608711,CTD SMALL PHOSPHATASE 2; CTDSP2,Asterisk
608712,"PROTEIN-TYROSINE PHOSPHATASE, RECEPTOR-TYPE, T; PTPRT",Asterisk
608713,"CYTOCHROME P450, SUBFAMILY IIR, POLYPEPTIDE 1; CYP2R1",Asterisk
608714,"SYNTROPHIN, GAMMA-1; SNTG1",Asterisk
608715,"SYNTROPHIN, GAMMA-2; SNTG2",Asterisk
608716,"MICROCEPHALY 5, PRIMARY, AUTOSOMAL RECESSIVE; MCPH5",Number Sign
608717,"LECTIN, GALACTOSIDE-BINDING, SOLUBLE, 13; LGALS13",Asterisk
608718,KERATIN-ASSOCIATED PROTEIN 13-1; KRTAP13-1,Asterisk
608719,"TR4-ASSOCIATED PROTEIN, 16-KD",Asterisk
608720,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, ADULT-ONSET, WITH ANOSMIA",
608721,CALCIUM/CALMODULIN-DEPENDENT PROTEIN KINASE II INHIBITOR 2; CAMK2N2,Asterisk
608722,"CAPPING PROTEIN, ALPHA-3; CAPZA3",Asterisk
608723,PHOSPHATASE AND ACTIN REGULATOR 1; PHACTR1,Asterisk
608724,PHOSPHATASE AND ACTIN REGULATOR 2; PHACTR2,Asterisk
608725,PHOSPHATASE AND ACTIN REGULATOR 3; PHACTR3,Asterisk
608726,PHOSPHATASE AND ACTIN REGULATOR 4; PHACTR4,Asterisk
608727,"DE-ETIOLATED 1, ARABIDOPSIS, HOMOLOG OF; DET1",Asterisk
608728,"SPONDYLOEPIMETAPHYSEAL DYSPLASIA, MATRILIN-3 RELATED",Number Sign
608729,ANGIOTENSIN II RECEPTOR-ASSOCIATED PROTEIN; AGTRAP,Asterisk
608730,"SOLUTE CARRIER FAMILY 39 (ZINC TRANSPORTER), MEMBER 5; SLC39A5",Asterisk
608731,"SOLUTE CARRIER FAMILY 39 (ZINC TRANSPORTER), MEMBER 6; SLC39A6",Asterisk
608732,"SOLUTE CARRIER FAMILY 39 (ZINC TRANSPORTER), MEMBER 8; SLC39A8",Asterisk
608733,"SOLUTE CARRIER FAMILY 39 (ZINC TRANSPORTER), MEMBER 10; SLC39A10",Asterisk
608734,"SOLUTE CARRIER FAMILY 39 (ZINC TRANSPORTER), MEMBER 12; SLC39A12",Asterisk
608735,"SOLUTE CARRIER FAMILY 39 (ZINC TRANSPORTER), MEMBER 13; SLC39A13",Asterisk
608736,"SOLUTE CARRIER FAMILY 39 (ZINC TRANSPORTER), MEMBER 14; SLC39A14",Asterisk
608737,RAB11 FAMILY-INTERACTING PROTEIN 1; RAB11FIP1,Asterisk
608738,RAB11 FAMILY-INTERACTING PROTEIN 3; RAB11FIP3,Asterisk
608739,EXORIBONUCLEASE 1; ERI1,Asterisk
608740,NFAT ACTIVATING PROTEIN WITH ITAM MOTIF 1; NFAM1,Asterisk
608741,SYNAPTOTAGMIN 11; SYT11,Asterisk
608742,"HYPERTENSION, ESSENTIAL, SUSCEPTIBILITY TO, 4",Percent
608743,"JP45, MOUSE, HOMOLOG OF",Asterisk
608744,"SOLUTE CARRIER FAMILY 25 (MITOCHONDRIAL CARRIER, PHOSPHATE CARRIER), MEMBER 24; SLC25A24",Asterisk
608745,"SOLUTE CARRIER FAMILY 25 (MITOCHONDRIAL CARRIER, PHOSPHATE CARRIER), MEMBER 25; SLC25A25",Asterisk
608746,"SOLUTE CARRIER FAMILY 25 (MITOCHONDRIAL CARRIER, PHOSPHATE CARRIER), MEMBER 23; SLC25A23",Asterisk
608747,INSULIN-LIKE GROWTH FACTOR I DEFICIENCY,Number Sign
608748,BONE MORPHOGENETIC PROTEIN 10; BMP10,Asterisk
608749,BROMODOMAIN-CONTAINING PROTEIN 4; BRD4,Asterisk
608750,"ALG3, S. CEREVISIAE, HOMOLOG OF; ALG3",Asterisk
608751,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 8; CMH8",Number Sign
608752,C1q- AND TUMOR NECROSIS FACTOR-RELATED PROTEIN 5; C1QTNF5,Asterisk
608753,"tRNA SPLICING ENDONUCLEASE 2, S. CEREVISIAE, HOMOLOG OF; TSEN2",Asterisk
608754,"tRNA SPLICING ENDONUCLEASE 34, S. CEREVISIAE, HOMOLOG OF; TSEN34",Asterisk
608755,"tRNA SPLICING ENDONUCLEASE 54, S. CEREVISIAE, HOMOLOG OF; TSEN54",Asterisk
608756,"tRNA SPLICING ENDONUCLEASE 15, S. CEREVISIAE, HOMOLOG OF; TSEN15",Asterisk
608757,"CLEAVAGE AND POLYADENYLATION FACTOR I SUBUNIT 1, YEAST, HOMOLOG OF; CLP1",Asterisk
608758,"CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 10; CMH10",Number Sign
608759,CYTOGLOBIN; CYGB,Asterisk
608760,"AUTOPHAGY 7, S. CEREVISIAE, HOMOLOG OF; ATG7",Asterisk
608761,"SOLUTE CARRIER FAMILY 5 (CHOLINE TRANSPORTER), MEMBER 7; SLC5A7",Asterisk
608762,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 3; EIG3",Percent
608763,"EHLERS-DANLOS SYNDROME, BEASLEY-COHEN TYPE",
608764,NICOTINAMIDE PHOSPHORIBOSYLTRANSFERASE; NAMPT,Asterisk
608765,"SCOLIOSIS, ISOLATED, SUSCEPTIBILITY TO, 3; IS3",Percent
608766,LOW DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN 1B; LRP1B,Asterisk
608767,"FEM1, C. ELEGANS, HOMOLOG OF, C; FEM1C",Asterisk
608768,SPINOCEREBELLAR ATAXIA 8; SCA8,Number Sign
608769,"PYRUVATE DEHYDROGENASE COMPLEX, COMPONENT X; PDHX",Asterisk
608770,DIHYDROLIPOAMIDE S-ACETYLTRANSFERASE; DLAT,Asterisk
608771,MEDIATOR COMPLEX SUBUNIT 13-LIKE; MED13L,Asterisk
608772,"INVASION INHIBITORY PROTEIN, 45-KD",Asterisk
608773,TUBULIN POLYMERIZATION-PROMOTING PROTEIN; TPPP,Asterisk
608774,ANKYRIN REPEAT- AND KINASE DOMAIN-CONTAINING PROTEIN 1; ANKK1,Asterisk
608775,"HAUS AUGMIN-LIKE COMPLEX, SUBUNIT 1; HAUS1",Asterisk
608776,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Il; CDG1L",Number Sign
608777,PERIOSTIN; POSTN,Asterisk
608778,KELCH-LIKE 10; KLHL10,Asterisk
608779,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIe; CDG2E",Number Sign
608780,"GENERAL TRANSCRIPTION FACTOR IIH, POLYPEPTIDE 5; GTF2H5",Asterisk
608781,"ASPERGER SYNDROME, SUSCEPTIBILITY TO, 3; ASPG3",Percent
608782,PYRUVATE DEHYDROGENASE PHOSPHATASE DEFICIENCY; PDHPD,Number Sign
608783,SET AND MYND DOMAIN-CONTAINING PROTEIN 3; SMYD3,Asterisk
608784,ZINC FINGER DHHC DOMAIN-CONTAINING PROTEIN 8; ZDHHC8,Asterisk
608785,HTRA SERINE PEPTIDASE 3; HTRA3,Asterisk
608786,PYRUVATE CARBOXYLASE; PC,Asterisk
608787,OTOSCLEROSIS 5; OTSC5,Percent
608788,SUPPRESSOR OF CYTOKINE SIGNALING 7; SOCS7,Asterisk
608789,NCK-ASSOCIATED PROTEIN 5; NCKAP5,Asterisk
608790,TRANSCRIPTIONAL ADAPTOR 2B; TADA2B,Asterisk
608791,NUCLEOREDOXIN-LIKE PROTEIN 1; NXNL1,Asterisk
608792,"GIPC PDZ DOMAIN-CONTAINING FAMILY, MEMBER 3; GIPC3",Asterisk
608793,SPERM ANTIGEN WITH CALPONIN HOMOLOGY AND COILED-COIL DOMAINS 1; SPECC1,Asterisk
608794,"PHOSPHATIDYLINOSITOL TRANSFER PROTEIN, MEMBRANE-ASSOCIATED, 1; PITPNM1",Asterisk
608795,"PHOSPHOLIPASE C, DELTA-3; PLCD3",Asterisk
608796,MOYAMOYA DISEASE 3; MYMY3,Percent
608797,"MEI1, MOUSE, HOMOLOG OF; MEI1",Asterisk
608798,GASDERMIN E; GSDME,Asterisk
608799,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie; CDG1E",Number Sign
608800,SUDDEN INFANT DEATH WITH DYSGENESIS OF THE TESTES SYNDROME; SIDDT,Number Sign
608801,GLUTARYL-CoA DEHYDROGENASE; GCDH,Asterisk
608802,L3MBT-LIKE; L3MBTL,Asterisk
608803,"GAP JUNCTION PROTEIN, GAMMA-2; GJC2",Asterisk
608804,"LEUKODYSTROPHY, HYPOMYELINATING, 2; HLD2",Number Sign
608805,"AVASCULAR NECROSIS OF FEMORAL HEAD, PRIMARY, 1; ANFH1",Number Sign
608806,N-ACETYLATED ALPHA-LINKED ACIDIC DIPEPTIDASE-LIKE 2,Asterisk
608807,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 10; LGMDR10",Number Sign
608808,"TRANSPOSITION OF THE GREAT ARTERIES, DEXTRO-LOOPED 1; DTGA1",Number Sign
608809,"LEUKOENCEPHALOPATHY, ARTHRITIS, COLITIS, AND HYPOGAMMAGLOBULINEMA; LACH",
608810,"MYOPATHY, MYOFIBRILLAR, 2; MFM2",Number Sign
608811,"METAPHYSEAL UNDERMODELING, SPONDYLAR DYSPLASIA, AND OVERGROWTH",
608812,"COLORECTAL CANCER, SUSCEPTIBILITY TO, 1; CRCS1",Number Sign
608813,"DER1-LIKE DOMAIN FAMILY, MEMBER 1; DERL1",Asterisk
608814,"LATERAL SEMICIRCULAR CANAL MALFORMATION, FAMILIAL, WITH EXTERNAL AND MIDDLE EAR ABNORMALITIES",
608815,EF-HAND DOMAIN (C-TERMINAL)-CONTAINING PROTEIN 1; EFHC1,Asterisk
608816,"MYOCLONIC EPILEPSY, JUVENILE, SUSCEPTIBILITY TO, 3; EJM3",Percent
608817,LEUCINE-RICH REPEAT-CONTAINING PROTEIN 4C; LRRC4C,Asterisk
608818,NETRIN G1; NTNG1,Asterisk
608819,KERATIN-ASSOCIATED PROTEIN 1-1; KRTAP1-1,Asterisk
608820,KERATIN-ASSOCIATED PROTEIN 1-3; KRTAP1-3,Asterisk
608821,KERATIN-ASSOCIATED PROTEIN 1-4; KRTAP1-4,Asterisk
608822,KERATIN-ASSOCIATED PROTEIN 1-5; KRTAP1-5,Asterisk
608823,"CHORIONIC GONADOTROPIN, BETA POLYPEPTIDE 1; CGB1",Asterisk
608824,"CHORIONIC GONADOTROPIN, BETA POLYPEPTIDE 2; CGB2",Asterisk
608825,"CHORIONIC GONADOTROPIN, BETA POLYPEPTIDE 5; CGB5",Asterisk
608826,"CHORIONIC GONADOTROPIN, BETA POLYPEPTIDE 7; CGB7",Asterisk
608827,"CHORIONIC GONADOTROPIN, BETA POLYPEPTIDE 8; CGB8",Asterisk
608828,"RIBONUCLEASE III, NUCLEAR; RNASEN",Asterisk
608829,SMALL UBIQUITIN-LIKE MODIFIER 4; SUMO4,Asterisk
608830,RETINOL DEHYDROGENASE 12; RDH12,Asterisk
608831,"RESTLESS LEGS SYNDROME, SUSCEPTIBILITY TO, 2; RLS2",Percent
608832,"GREMLIN 2 HOMOLOG, CYSTINE KNOT SUPERFAMILY; GREM2",Asterisk
608833,REGULATOR OF TELOMERE ELONGATION HELICASE 1; RTEL1,Asterisk
608834,cAMP RESPONSE ELEMENT-BINDING PROTEIN 3-LIKE 2; CREB3L2,Asterisk
608835,"ATP-BINDING CASSETTE, SUBFAMILY C, MEMBER 13; ABCC13",Asterisk
608836,"CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, LETHAL NEONATAL",Number Sign
608837,CARNEY COMPLEX VARIANT,Number Sign
608838,"VITAMIN K EPOXIDE REDUCTASE COMPLEX, SUBUNIT 1-LIKE 1; VKORC1L1",Asterisk
608839,CALPAIN 12; CAPN12,Asterisk
608840,"MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH MENTAL RETARDATION), TYPE B, 6; MDDGB6",Number Sign
